what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.wso2.developerstudio.eclipse.artifact.carbon.ui.bundle,2.0.1,"org.wso2.developerstudio.eclipse.artifact.carbon.ui.bundle",1348167397531
stopped,bundle,org.eclipse.pde.ui,3.6.0.v20100601,"org.eclipse.pde.ui",1348167397531
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1348167397531
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1348167397531
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1348167397531
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1348167397531
stopped,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1348167397546
stopped,bundle,org.eclipse.jst.server.ui,1.1.100.v20100511,"org.eclipse.jst.server.ui",1348167397546
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1348167397546
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1348167397546
stopped,bundle,org.jboss.tools.smooks.ui,1.2.0.v20110215-1231-H25-GA,"org.jboss.tools.smooks.ui",1348167397546
stopped,bundle,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit",1348167397546
stopped,bundle,org.eclipse.jpt.eclipselink.ui,1.3.0.v201004280001,"org.eclipse.jpt.eclipselink.ui",1348167397546
stopped,bundle,org.eclipse.jpt.eclipselink.core,1.3.0.v201005250000,"org.eclipse.jpt.eclipselink.core",1348167397546
stopped,bundle,org.eclipse.jpt.jaxb.ui,1.0.0.v201006070001,"org.eclipse.jpt.jaxb.ui",1348167397546
stopped,bundle,org.eclipse.jpt.ui,2.3.0.v201005190001,"org.eclipse.jpt.ui",1348167397546
stopped,bundle,org.eclipse.jpt.core,2.3.0.v201006020000,"org.eclipse.jpt.core",1348167397546
stopped,bundle,org.eclipse.jpt.db,1.2.200.v201004290000,"org.eclipse.jpt.db",1348167397562
stopped,bundle,org.eclipse.datatools.enablement.jdt.classpath,1.0.1.v201004070709,"org.eclipse.datatools.enablement.jdt.classpath",1348167397562
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1348167397562
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,2.5.0.200810071,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples",1348167397562
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core.ui,1.0.0.v201003161000,"org.eclipse.datatools.sqltools.debugger.core.ui",1348167397562
stopped,bundle,org.eclipse.jst.server.preview.adapter,1.1.100.v20100308,"org.eclipse.jst.server.preview.adapter",1348167397562
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.jaxp.debug.ui",1348167397562
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1348167397562
stopped,bundle,org.eclipse.jst.common.annotations.ui,1.1.300.v201002081900,"org.eclipse.jst.common.annotations.ui",1348167397562
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.ui,1.1.200.v201004290730,"org.eclipse.jst.j2ee.ejb.annotations.ui",1348167397562
stopped,bundle,org.eclipse.jst.ejb.ui,1.1.500.v201004280901,"org.eclipse.jst.ejb.ui",1348167397562
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.506.v201004211805,"org.eclipse.jst.ws.axis.creation.ui",1348167397562
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1348167397562
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1348167397562
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1348167397562
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1348167397578
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1348167397593
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.0.v201003311345,"org.eclipse.jst.ws.cxf.creation.ui",1348167397593
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.508.v201006011553,"org.eclipse.jst.ws.creation.ui",1348167397593
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1348167397593
stopped,bundle,org.wso2.wsf.ide.creation.ui,3.2.1,"org.wso2.wsf.ide.creation.ui",1348167397593
stopped,bundle,org.wso2.wsf.ide.consumption.ui,3.2.1,"org.wso2.wsf.ide.consumption.ui",1348167397593
stopped,bundle,org.wso2.wsf.ide.creation.core,3.2.1,"org.wso2.wsf.ide.creation.core",1348167397593
stopped,bundle,org.wso2.wsf.ide.consumption.core,3.2.1,"org.wso2.wsf.ide.consumption.core",1348167397593
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.204.v201006011553,"org.eclipse.jst.ws.consumption.ui",1348167397593
stopped,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice.ui",1348167397593
stopped,bundle,org.eclipse.jst.servlet.ui,1.1.400.v201005272100,"org.eclipse.jst.servlet.ui",1348167397593
stopped,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.integration",1348167397593
stopped,bundle,org.eclipse.jst.jee.ui,1.0.300.v201005191301,"org.eclipse.jst.jee.ui",1348167397593
stopped,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.400.v201004280900,"org.eclipse.jst.j2ee.navigator.ui",1348167397593
stopped,bundle,org.eclipse.jst.j2ee.jca.ui,1.1.400.v201004150700,"org.eclipse.jst.j2ee.jca.ui",1348167397593
stopped,bundle,org.eclipse.jst.j2ee.ui,1.1.400.v201006030400,"org.eclipse.jst.j2ee.ui",1348167397593
stopped,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.0.v20100602,"org.eclipse.jst.jsf.facelet.ui",1348167397593
stopped,bundle,org.eclipse.jst.jsf.ui,1.3.0.v20100525,"org.eclipse.jst.jsf.ui",1348167397593
stopped,bundle,org.eclipse.jst.ws.jaxrs.ui,1.0.0.v201005191955,"org.eclipse.jst.ws.jaxrs.ui",1348167397593
stopped,bundle,org.eclipse.jst.common.project.facet.ui,1.4.100.v201005171604,"org.eclipse.jst.common.project.facet.ui",1348167397593
stopped,bundle,org.eclipse.jst.common.ui,1.0.0.v201005270700,"org.eclipse.jst.common.ui",1348167397593
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.emitter,1.1.200.v200909290826,"org.eclipse.jst.j2ee.ejb.annotations.emitter",1348167397593
stopped,bundle,org.eclipse.jst.jsf.apache.trinidad.tagsupport,1.1.100.v201003141853,"org.eclipse.jst.jsf.apache.trinidad.tagsupport",1348167397593
stopped,bundle,org.eclipse.jst.jsf.facesconfig.ui,1.2.0.v20100421,"org.eclipse.jst.jsf.facesconfig.ui",1348167397593
stopped,bundle,org.eclipse.jst.pagedesigner.jsf.ui,1.2.0.v20100414,"org.eclipse.jst.pagedesigner.jsf.ui",1348167397593
stopped,bundle,org.eclipse.jst.pagedesigner,1.3.0.v20100510,"org.eclipse.jst.pagedesigner",1348167397593
stopped,bundle,org.eclipse.jst.jsf.common.ui,1.2.0.v20100329,"org.eclipse.jst.jsf.common.ui",1348167397593
stopped,bundle,org.eclipse.jst.jsf.facelet.core,1.0.0.v20100604,"org.eclipse.jst.jsf.facelet.core",1348167397593
stopped,bundle,org.eclipse.jst.jsf.core,1.3.0.v20100602,"org.eclipse.jst.jsf.core",1348167397593
stopped,bundle,org.eclipse.jst.jsf.standard.tagsupport,1.2.0.v20100526,"org.eclipse.jst.jsf.standard.tagsupport",1348167397593
stopped,bundle,org.eclipse.jst.pagedesigner.jsp.core,1.2.0.v20100308,"org.eclipse.jst.pagedesigner.jsp.core",1348167397593
stopped,bundle,org.eclipse.jst.jsf.common,1.2.0.v20100604,"org.eclipse.jst.jsf.common",1348167397593
stopped,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.300.v201005200151,"org.eclipse.wst.jsdt.web.support.jsp",1348167397593
stopped,bundle,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.ui",1348167397593
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1348167397593
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.0.v201003311345,"org.eclipse.jst.ws.cxf.creation.core",1348167397593
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1348167397593
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.0.v201003311345,"org.eclipse.jst.ws.cxf.core",1348167397593
stopped,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.0.v201004262257,"org.eclipse.jst.ws.jaxws.ui",1348167397593
stopped,bundle,org.eclipse.jst.ws.jaxws.core,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.core",1348167397593
stopped,bundle,org.eclipse.jst.ws.annotations.core,1.0.0.v201004262257,"org.eclipse.jst.ws.annotations.core",1348167397593
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1348167397593
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1348167397593
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.artifact.axis2,2.0.1,"org.wso2.developerstudio.eclipse.artifact.axis2",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.artifact.axis2serviceclient,2.0.1,"org.wso2.developerstudio.eclipse.artifact.axis2serviceclient",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.artifact.dataservice.validator,2.0.1,"org.wso2.developerstudio.eclipse.artifact.dataservice.validator",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.artifact.jaxws,2.0.1,"org.wso2.developerstudio.eclipse.artifact.jaxws",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.artifact.mediator,2.0.1,"org.wso2.developerstudio.eclipse.artifact.mediator",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.artifact.registry.filter,2.0.1,"org.wso2.developerstudio.eclipse.artifact.registry.filter",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.artifact.registry.handler,2.0.1,"org.wso2.developerstudio.eclipse.artifact.registry.handler",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.axis2.rpcmessagereceiver,2.0.1,"org.wso2.developerstudio.eclipse.axis2.rpcmessagereceiver",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.artifact.bpel,2.0.1,"org.wso2.developerstudio.eclipse.artifact.bpel",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.artifact.dataservice,2.0.1,"org.wso2.developerstudio.eclipse.artifact.dataservice",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.artifact.endpoint,2.0.1,"org.wso2.developerstudio.eclipse.artifact.endpoint",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.artifact.gadget,2.0.1,"org.wso2.developerstudio.eclipse.artifact.gadget",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.artifact.localentry,2.0.1,"org.wso2.developerstudio.eclipse.artifact.localentry",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.artifact.proxyservice,2.0.1,"org.wso2.developerstudio.eclipse.artifact.proxyservice",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.artifact.registry,2.0.1,"org.wso2.developerstudio.eclipse.artifact.registry",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.artifact.sequence,2.0.1,"org.wso2.developerstudio.eclipse.artifact.sequence",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.artifact.synapse,2.0.1,"org.wso2.developerstudio.eclipse.artifact.synapse",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.artifact.webapp,2.0.1,"org.wso2.developerstudio.eclipse.artifact.webapp",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.esb.editor,2.0.1,"org.wso2.developerstudio.eclipse.esb.editor",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.capp.maven,2.0.1,"org.wso2.developerstudio.eclipse.capp.maven",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.ds.editor,2.0.1,"org.wso2.developerstudio.eclipse.ds.editor",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.gmf.esb.diagram,1.0.0,"org.wso2.developerstudio.eclipse.gmf.esb.diagram",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.registry.connector,2.0.1,"org.wso2.developerstudio.eclipse.registry.connector",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.capp.core,2.0.1,"org.wso2.developerstudio.eclipse.capp.core",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.ds.customvalidator,2.0.1,"org.wso2.developerstudio.eclipse.ds.customvalidator",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.esb.mediator,2.0.1,"org.wso2.developerstudio.eclipse.esb.mediator",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.greg.registry.aspects,2.0.1,"org.wso2.developerstudio.eclipse.greg.registry.aspects",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.greg.registry.filter,2.0.1,"org.wso2.developerstudio.eclipse.greg.registry.filter",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.greg.registry.handler,2.0.1,"org.wso2.developerstudio.eclipse.greg.registry.handler",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.artifact.library,2.0.1,"org.wso2.developerstudio.eclipse.artifact.library",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.ds.edit,2.0.1,"org.wso2.developerstudio.eclipse.ds.edit",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.esb.edit,2.0.1,"org.wso2.developerstudio.eclipse.esb.edit",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.esb,2.0.1,"org.wso2.developerstudio.eclipse.esb",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.gmf.esb.sequence.diagram,1.0.0,"org.wso2.developerstudio.eclipse.gmf.esb.sequence.diagram",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.gmf.esb.edit,1.0.0,"org.wso2.developerstudio.eclipse.gmf.esb.edit",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.gmf.esb,1.0.0,"org.wso2.developerstudio.eclipse.gmf.esb",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.esb.core,2.0.1,"org.wso2.developerstudio.eclipse.esb.core",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.esb.project,2.0.1,"org.wso2.developerstudio.eclipse.esb.project",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.general.project,2.0.1,"org.wso2.developerstudio.eclipse.general.project",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.greg.manager.local,2.0.1,"org.wso2.developerstudio.eclipse.greg.manager.local",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.greg.manager.remote,2.0.1,"org.wso2.developerstudio.eclipse.greg.manager.remote",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.greg.search,2.0.1,"org.wso2.developerstudio.eclipse.greg.search",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.greg.base,2.0.1,"org.wso2.developerstudio.eclipse.greg.base",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.greg.core,2.0.1,"org.wso2.developerstudio.eclipse.greg.core",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.greg.libraries,2.0.1,"org.wso2.developerstudio.eclipse.greg.libraries",1348167397593
stopped,bundle,org.wso2.developerstudio.eclipse.greg.resource.authorization,2.0.1,"org.wso2.developerstudio.eclipse.greg.resource.authorization",1348167397625
stopped,bundle,org.wso2.developerstudio.eclipse.platform.ui,2.0.1,"org.wso2.developerstudio.eclipse.platform.ui",1348167397625
stopped,bundle,org.wso2.developerstudio.eclipse.platform.core,2.0.1,"org.wso2.developerstudio.eclipse.platform.core",1348167397625
stopped,bundle,org.wso2.developerstudio.eclipse.usermgt.remote,2.0.1,"org.wso2.developerstudio.eclipse.usermgt.remote",1348167397671
stopped,bundle,org.wso2.developerstudio.eclipse.libraries,2.0.1,"org.wso2.developerstudio.eclipse.libraries",1348167397671
stopped,bundle,org.wso2.developerstudio.eclipse.ui,2.0.1,"org.wso2.developerstudio.eclipse.ui",1348167397703
stopped,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1348167397703
stopped,bundle,org.eclipse.rse.importexport,1.2.100.v201003010830,"org.eclipse.rse.importexport",1348167397703
stopped,bundle,org.eclipse.rse.subsystems.shells.telnet,1.2.0.v200905272300,"org.eclipse.rse.subsystems.shells.telnet",1348167397703
stopped,bundle,org.eclipse.rse.useractions,1.1.100.v200905272300,"org.eclipse.rse.useractions",1348167397703
stopped,bundle,org.eclipse.rse.shells.ui,3.0.200.v201006041352,"org.eclipse.rse.shells.ui",1348167397703
stopped,bundle,org.eclipse.rse.files.ui,3.1.100.v201005221100,"org.eclipse.rse.files.ui",1348167397703
stopped,bundle,org.eclipse.rse.processes.ui,3.0.200.v201003010830,"org.eclipse.rse.processes.ui",1348167397703
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1348167397703
stopped,bundle,org.eclipse.bpel.apache.ode.deploy.ui,0.5.0.wso2v2,"org.eclipse.bpel.apache.ode.deploy.ui",1348167397703
stopped,bundle,org.wso2.developerstudio.bpel.humantask.ui,1.0.0,"org.wso2.developerstudio.bpel.humantask.ui",1348167397703
stopped,bundle,org.wso2.developerstudio.bpel.humantask.model,1.0.0,"org.wso2.developerstudio.bpel.humantask.model",1348167397703
stopped,bundle,org.eclipse.bpel.ui,0.5.0.wso2v2,"org.eclipse.bpel.ui",1348167397703
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.302.v201005180400,"org.eclipse.wst.wsdl.ui",1348167397703
stopped,bundle,org.eclipse.wst.wsi.ui,1.0.501.v201004201506,"org.eclipse.wst.wsi.ui",1348167397703
stopped,bundle,org.eclipse.wst.jsdt.web.ui,1.0.300.v201006030742,"org.eclipse.wst.jsdt.web.ui",1348167397703
stopped,bundle,org.eclipse.wst.web.ui,1.1.400.v201004141630,"org.eclipse.wst.web.ui",1348167397703
stopped,bundle,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.ui",1348167397703
stopped,bundle,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.ui",1348167397703
stopped,bundle,org.eclipse.wst.xsl.exslt.ui,1.0.0.v201006012005,"org.eclipse.wst.xsl.exslt.ui",1348167397703
stopped,bundle,org.eclipse.wst.xsl.ui,1.1.0.v201004290328,"org.eclipse.wst.xsl.ui",1348167397703
stopped,bundle,org.eclipse.wst.xml.xpath.ui,1.1.0.v201004290328,"org.eclipse.wst.xml.xpath.ui",1348167397703
stopped,bundle,org.eclipse.bpel.apache.ode.deploy.model,0.5.0.wso2v2,"org.eclipse.bpel.apache.ode.deploy.model",1348167397703
stopped,bundle,org.eclipse.bpel.common.ui,0.5.0.wso2v2,"org.eclipse.bpel.common.ui",1348167397703
stopped,bundle,org.eclipse.bpel.validator,0.5.0.wso2v2,"org.eclipse.bpel.validator",1348167397703
stopped,bundle,org.eclipse.bpel.model,0.5.0.wso2v2,"org.eclipse.bpel.model",1348167397703
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.303.v201004290328,"org.eclipse.wst.xsd.ui",1348167397703
stopped,bundle,org.eclipse.wst.xsl.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.debug.ui",1348167397703
stopped,bundle,org.wso2.developerstudio.eclipse.ds.editor.xml,2.0.1,"org.wso2.developerstudio.eclipse.ds.editor.xml",1348167397703
stopped,bundle,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui",1348167397703
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1348167397703
stopped,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.0.v201005250108,"org.eclipse.wst.jsdt.debug.ui",1348167397703
stopped,bundle,org.eclipse.wst.jsdt.support.firefox,1.0.300.v201004150600,"org.eclipse.wst.jsdt.support.firefox",1348167397703
stopped,bundle,org.wso2.developerstudio.eclipse.gs.jaggery.editor,1.0.0,"org.wso2.developerstudio.eclipse.gs.jaggery.editor",1348167397703
stopped,bundle,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui",1348167397703
stopped,bundle,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui",1348167397703
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1348167397703
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.ui,1.0.1.v200906111150,"org.eclipse.datatools.enablement.sybase.asa.ui",1348167397703
stopped,bundle,org.eclipse.datatools.enablement.sybase.ase.ui,1.0.1.v200906020900,"org.eclipse.datatools.enablement.sybase.ase.ui",1348167397703
stopped,bundle,org.eclipse.datatools.sqltools.ddlgen.ui,1.0.1.v201002270530,"org.eclipse.datatools.sqltools.ddlgen.ui",1348167397703
stopped,bundle,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.ui.dse",1348167397703
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1348167397703
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.resources",1348167397703
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1348167397703
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1348167397703
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1348167397703
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.resources.ui",1348167397703
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1348167397703
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1348167397703
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.help.ui",1348167397703
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1348167397703
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1348167397703
stopped,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1348167397703
stopped,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1348167397703
stopped,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1348167397703
stopped,bundle,org.eclipse.datatools.enablement.ingres.ui,1.0.0.v200906111150,"org.eclipse.datatools.enablement.ingres.ui",1348167397703
stopped,bundle,org.eclipse.datatools.sqltools.db.derby.ui,1.0.0.v200906020900,"org.eclipse.datatools.sqltools.db.derby.ui",1348167397703
stopped,bundle,org.eclipse.datatools.sqltools.db.generic.ui,1.0.0.v200906020900,"org.eclipse.datatools.sqltools.db.generic.ui",1348167397703
stopped,bundle,org.eclipse.datatools.sqltools.routineeditor.ui,1.0.1.v201004060545,"org.eclipse.datatools.sqltools.routineeditor.ui",1348167397703
stopped,bundle,org.eclipse.datatools.sqltools.sqlbuilder,1.0.1.v201005260600,"org.eclipse.datatools.sqltools.sqlbuilder",1348167397703
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core,1.0.1.v201005250945,"org.eclipse.datatools.sqltools.debugger.core",1348167397703
